wafer	sensor_t1	sensor_t2	sensor_t3	sensor_t4	sensor_t5	sensor_t6	sensor_t7	sensor_t8	sensor_t9	sensor_t10	sensor_p1	sensor_p2	sensor_p3	sensor_p4	sensor_p5	sensor_p6	sensor_p7	sensor_p8	sensor_p9	sensor_p10	GB
254	1025	1027	1026	1027	1025	1026	1023	1028	1027	1022	119	118	121	118	119	122	120	122	121	120	G
255	1023	1028	1025	1023	1025	1028	1024	1024	1026	1024	119	119	119	120	121	121	122	121	120	118	G
256	1022	1025	1026	1022	1027	1028	1024	1023	1024	1023	117	117	119	122	119	121	122	122	120	118	G
257	1025	1026	1024	1022	1026	1027	1023	1027	1026	1020	117	118	121	119	121	118	121	121	120	118	G
258	1026	1022	1025	1025	1027	1027	1024	1026	1025	1025	119	118	119	119	119	118	122	122	119	121	G
259	1024	1028	1025	1024	1028	1025	1026	1028	1024	1025	118	117	120	122	120	121	120	122	121	121	G
260	1026	1026	1024	1024	1025	1025	1024	1028	1023	1021	119	119	119	120	119	118	122	121	119	119	G
261	1022	1026	1025	1022	1024	1025	1026	1026	1023	1022	117	118	120	118	119	118	121	122	121	121	G
262	1023	1024	1024	1026	1026	1022	1024	1027	1025	1025	117	118	120	120	121	120	121	122	120	122	G
263	1024	1026	1026	1026	1028	1022	1027	1022	1023	1023	118	118	119	122	120	118	121	121	121	122	G
264	1024	1028	1023	1025	1024	1023	1026	1024	1025	1021	117	118	119	120	121	119	122	121	119	119	G
265	1022	1026	1023	1025	1027	1028	1026	1028	1023	1025	117	119	120	120	120	119	122	121	119	122	G
266	1025	1027	1025	1027	1024	1025	1023	1022	1023	1021	119	117	120	118	121	119	120	122	119	119	G
267	1026	1027	1024	1024	1024	1028	1027	1025	1024	1025	118	119	119	118	120	122	120	121	120	121	G
268	1023	1026	1026	1025	1027	1026	1024	1022	1027	1024	119	118	119	118	119	120	122	121	119	118	G
269	1026	1026	1026	1026	1024	1025	1023	1027	1025	1024	117	118	121	122	121	119	122	121	121	121	G
270	1022	1023	1025	1022	1027	1026	1027	1024	1025	1020	117	117	121	120	120	118	121	121	119	120	G
271	1025	1026	1023	1022	1026	1027	1024	1027	1024	1023	118	118	121	121	119	119	122	122	119	122	G
272	1023	1024	1024	1025	1025	1027	1027	1024	1027	1025	119	119	120	121	121	121	121	121	121	120	G
273	1026	1024	1027	1024	1028	1025	1023	1027	1027	1020	117	118	120	120	119	118	120	121	121	122	G
274	1026	1026	1026	1028	1028	1023	1024	1027	1023	1020	118	118	119	121	120	122	120	121	121	119	G
275	1022	1025	1027	1027	1027	1025	1027	1025	1023	1025	119	117	120	118	119	120	122	121	121	120	G
276	1023	1026	1027	1026	1024	1025	1026	1024	1026	1024	119	119	121	121	121	118	122	122	119	119	G
277	1022	1027	1027	1024	1025	1027	1026	1025	1023	1023	118	118	120	121	120	120	122	121	121	118	G
278	1024	1028	1026	1022	1025	1026	1026	1023	1023	1023	119	118	121	119	121	118	120	122	120	122	G
279	1025	1025	1026	1025	1025	1025	1027	1027	1027	1026	118	119	121	118	119	122	122	122	119	119	G
280	1025	1026	1027	1024	1028	1025	1025	1027	1026	1020	118	117	119	120	119	119	121	121	121	122	G
281	1026	1023	1024	1027	1026	1025	1024	1022	1023	1021	117	117	119	120	120	120	122	121	121	121	G
282	1026	1026	1023	1024	1028	1023	1025	1023	1025	1023	119	117	120	121	119	121	122	122	121	122	G
283	1022	1025	1024	1026	1025	1023	1027	1024	1024	1023	118	117	120	121	120	122	121	121	119	122	G
284	1026	1023	1025	1023	1026	1027	1025	1022	1024	1024	119	119	120	119	120	120	121	122	121	122	G
285	1023	1024	1023	1024	1027	1028	1027	1027	1025	1022	118	117	119	121	120	119	121	121	120	119	G
286	1024	1028	1025	1026	1025	1028	1026	1026	1023	1024	118	119	120	121	121	118	122	122	119	119	G
287	1024	1027	1026	1024	1028	1027	1025	1026	1024	1020	117	119	119	122	121	122	120	122	119	118	G
288	1026	1028	1023	1022	1024	1023	1027	1024	1027	1025	118	118	121	122	121	119	121	122	120	119	G
289	1022	1028	1023	1027	1026	1025	1026	1024	1024	1025	117	117	119	122	120	122	122	122	120	120	G
290	1024	1028	1024	1022	1025	1026	1027	1022	1023	1021	119	118	120	118	120	118	122	122	121	121	G
291	1024	1025	1027	1028	1026	1027	1023	1026	1025	1023	117	118	121	118	120	122	121	121	119	119	G
292	1025	1026	1026	1026	1027	1026	1024	1028	1026	1022	118	117	119	118	120	119	122	121	119	121	G
293	1022	1026	1026	1025	1027	1022	1026	1027	1026	1024	118	117	121	120	119	122	122	121	120	121	G
294	1025	1026	1025	1027	1024	1026	1025	1024	1027	1021	119	118	119	118	121	121	120	121	119	119	G
295	1026	1025	1026	1026	1025	1022	1023	1023	1027	1023	118	118	121	118	120	122	122	121	121	122	G
296	1022	1026	1023	1028	1028	1025	1027	1026	1027	1020	119	119	120	121	119	122	122	122	119	121	G
297	1024	1022	1026	1023	1028	1023	1026	1026	1027	1024	117	119	121	122	121	121	120	121	120	122	G
298	1022	1026	1027	1025	1026	1022	1026	1023	1027	1023	119	119	121	120	119	121	121	121	121	118	G
299	1023	1027	1026	1024	1028	1025	1023	1024	1025	1023	118	117	119	118	121	122	122	121	119	118	G
300	1023	1022	1024	1027	1027	1027	1024	1024	1024	1026	119	119	119	119	121	118	122	121	119	119	G
301	1026	1028	1023	1027	1027	1027	1025	1026	1026	1020	117	119	119	122	121	120	121	121	121	120	G
302	1022	1024	1024	1027	1028	1024	1025	1024	1024	1024	118	117	119	118	121	118	121	122	121	119	G
303	1024	1027	1025	1026	1027	1024	1024	1027	1023	1022	118	117	121	118	120	122	122	122	119	122	G
304	1025	1027	1023	1028	1025	1023	1025	1024	1024	1023	119	119	119	121	119	120	120	121	120	120	G
305	1024	1025	1024	1028	1024	1025	1023	1027	1026	1021	118	118	120	118	120	119	121	121	120	120	G
306	1023	1024	1023	1027	1028	1023	1027	1025	1025	1022	118	118	119	119	120	121	122	122	120	119	G
307	1023	1023	1023	1026	1026	1026	1023	1022	1024	1020	117	119	120	119	119	122	121	122	121	122	G
308	1026	1023	1024	1024	1025	1022	1023	1027	1024	1021	118	119	119	118	120	119	121	121	119	122	G
309	1024	1028	1023	1023	1026	1025	1024	1028	1024	1026	119	119	120	121	120	118	121	122	120	121	G
310	1023	1026	1027	1027	1025	1022	1024	1022	1026	1025	119	117	119	121	120	122	120	122	121	120	G
311	1024	1024	1024	1023	1027	1022	1024	1027	1025	1025	119	118	119	120	121	122	121	122	119	118	G
312	1026	1022	1024	1023	1027	1027	1027	1023	1024	1026	117	118	121	119	120	120	122	121	121	120	G
313	1026	1027	1027	1028	1026	1024	1027	1027	1024	1026	118	119	119	118	120	121	120	121	119	118	G
314	1022	1024	1026	1023	1025	1023	1023	1022	1023	1026	118	118	120	121	120	122	122	121	120	118	G
315	1022	1022	1026	1028	1027	1022	1024	1026	1024	1023	118	118	120	119	119	122	122	122	120	118	G
316	1026	1024	1023	1026	1027	1025	1025	1022	1024	1022	117	117	121	120	120	122	121	121	120	118	G
317	1025	1024	1025	1026	1024	1022	1026	1027	1024	1025	118	118	121	120	119	121	122	121	121	122	G
318	1026	1022	1024	1023	1026	1026	1023	1023	1024	1023	117	117	119	118	121	119	121	122	119	118	G
319	1022	1028	1027	1026	1026	1026	1023	1022	1027	1026	117	119	120	120	121	119	120	122	121	121	G
320	1022	1024	1023	1026	1026	1027	1026	1023	1024	1024	118	117	121	120	119	118	120	121	121	118	G
321	1023	1022	1024	1025	1028	1027	1025	1022	1025	1020	119	118	121	119	121	122	122	121	119	121	G
322	1025	1028	1025	1022	1028	1024	1023	1024	1026	1021	117	117	120	121	119	122	121	121	121	120	G
323	1022	1026	1025	1027	1025	1027	1026	1027	1024	1026	117	118	119	119	119	121	120	122	120	121	G
324	1022	1022	1024	1025	1026	1027	1025	1027	1023	1021	117	117	119	121	121	120	122	121	119	122	G
325	1025	1025	1023	1028	1025	1028	1025	1025	1024	1022	117	118	121	122	119	121	120	122	121	120	G
326	1024	1022	1025	1028	1027	1023	1025	1027	1026	1024	117	117	119	122	121	119	121	122	121	121	G
327	1026	1023	1023	1023	1027	1024	1025	1027	1026	1026	119	118	121	119	120	121	121	122	121	120	G
328	1022	1022	1023	1023	1028	1024	1026	1023	1024	1023	119	118	120	120	120	119	122	121	120	122	G
329	1026	1022	1026	1025	1025	1022	1023	1024	1023	1023	119	119	119	120	119	119	120	121	119	121	G
330	1026	1026	1024	1023	1027	1023	1023	1025	1023	1021	119	119	121	121	119	122	120	121	120	120	G
331	1024	1024	1023	1022	1026	1026	1024	1025	1025	1021	119	119	119	120	120	120	122	121	121	120	G
332	1026	1026	1027	1027	1025	1027	1026	1028	1023	1025	119	117	119	120	119	120	122	122	121	122	G
333	1025	1022	1023	1026	1024	1025	1025	1023	1024	1025	118	118	119	119	121	120	120	121	121	120	G
334	1023	1025	1023	1024	1028	1024	1024	1023	1023	1021	117	119	120	118	121	119	120	121	121	118	G
335	1024	1025	1023	1027	1027	1023	1027	1022	1023	1023	119	119	119	122	121	119	120	121	120	122	G
336	1024	1026	1024	1023	1026	1022	1027	1027	1026	1020	119	119	121	120	121	120	122	122	121	118	G
337	1023	1023	1027	1027	1027	1022	1025	1026	1023	1026	117	119	121	118	120	120	121	121	119	119	G
338	1022	1022	1024	1024	1026	1024	1027	1022	1024	1022	118	119	119	122	119	118	120	122	119	122	G
339	1023	1026	1024	1024	1027	1027	1025	1025	1023	1022	117	118	119	120	120	120	120	121	121	119	G
340	1022	1027	1025	1027	1026	1023	1023	1026	1026	1021	117	119	120	118	119	122	122	122	121	118	G
341	1023	1023	1026	1022	1027	1024	1024	1025	1025	1020	119	119	121	119	119	120	121	121	120	119	G
342	1025	1022	1026	1025	1024	1027	1025	1023	1023	1021	119	117	121	121	120	122	122	122	121	121	G
343	1024	1028	1027	1023	1024	1028	1027	1023	1023	1024	119	117	119	121	120	121	121	122	119	121	G
344	1022	1026	1024	1027	1025	1026	1025	1023	1027	1025	118	119	119	122	121	121	120	122	119	120	G
345	1023	1026	1023	1025	1025	1022	1026	1025	1025	1026	118	117	121	122	120	119	120	121	121	119	G
346	1025	1023	1026	1022	1026	1026	1025	1025	1024	1026	117	117	121	120	121	119	120	121	121	118	G
347	1025	1027	1023	1027	1025	1024	1025	1024	1026	1021	117	117	120	119	121	118	120	122	119	121	G
348	1023	1026	1026	1024	1025	1028	1024	1027	1023	1021	118	118	120	119	121	118	120	122	119	118	G
349	1022	1028	1024	1025	1025	1024	1027	1028	1027	1020	119	118	120	122	121	118	121	121	119	121	G
350	1024	1025	1027	1026	1026	1026	1023	1022	1026	1020	118	119	119	120	119	119	122	121	119	120	G
351	1026	1027	1024	1024	1025	1028	1024	1027	1026	1022	118	118	119	118	121	119	120	122	119	118	G
352	1023	1028	1024	1022	1027	1026	1024	1025	1027	1026	117	119	119	118	121	119	121	121	119	118	G
353	1022	1024	1027	1026	1025	1023	1025	1023	1025	1025	118	119	120	120	120	120	122	122	120	121	G
354	1025	1024	1023	1023	1027	1027	1024	1022	1023	1026	118	117	120	121	120	120	120	121	119	118	G
355	1026	1023	1026	1025	1028	1022	1024	1026	1023	1026	118	119	121	121	120	120	122	121	119	119	G
356	1025	1027	1026	1028	1024	1024	1026	1028	1026	1026	118	117	120	120	120	122	120	121	119	122	G
357	1024	1023	1023	1024	1027	1026	1027	1025	1027	1020	118	117	120	121	119	118	122	122	120	122	G
358	1023	1023	1026	1025	1024	1024	1024	1022	1023	1026	118	117	121	122	120	118	122	122	121	121	G
359	1024	1028	1026	1023	1025	1028	1027	1022	1026	1022	118	118	119	120	120	120	122	122	119	118	G
360	1026	1024	1024	1023	1025	1022	1027	1028	1027	1025	118	117	120	118	119	120	120	122	121	121	G
361	1024	1028	1026	1023	1027	1022	1023	1024	1026	1024	117	119	121	121	119	118	120	122	119	122	G
362	1024	1028	1025	1024	1025	1026	1026	1025	1025	1021	118	117	119	122	119	122	120	121	121	122	G
363	1025	1022	1024	1028	1028	1027	1023	1025	1025	1022	119	118	119	118	120	119	122	121	121	121	G
364	1024	1022	1025	1028	1026	1026	1026	1026	1026	1022	117	118	119	121	121	118	121	122	121	118	G
365	1025	1026	1023	1027	1024	1024	1023	1028	1023	1023	118	117	119	119	121	118	122	121	119	121	G
366	1024	1023	1023	1026	1024	1028	1023	1022	1025	1024	119	119	119	122	119	120	122	122	120	122	G
367	1023	1027	1027	1026	1024	1025	1024	1027	1026	1025	118	117	120	120	121	120	120	121	121	120	G
368	1022	1023	1024	1026	1025	1025	1023	1028	1027	1022	118	119	119	121	121	120	120	121	119	120	G
369	1022	1028	1024	1027	1025	1027	1027	1026	1027	1020	118	119	120	122	119	120	122	122	119	120	G
370	1026	1022	1027	1025	1028	1024	1024	1027	1026	1024	118	117	121	121	120	121	122	122	120	118	G
371	1022	1024	1026	1028	1027	1028	1024	1022	1024	1020	119	118	120	118	119	119	122	122	121	122	G
372	1022	1023	1023	1024	1024	1022	1026	1028	1023	1025	117	118	120	119	120	118	121	121	119	119	G
373	1024	1028	1026	1024	1028	1028	1024	1027	1024	1020	118	119	121	120	119	122	120	122	121	119	G
374	1024	1025	1027	1026	1026	1023	1023	1025	1027	1024	118	119	121	122	121	118	121	121	121	120	G
375	1025	1022	1024	1023	1028	1024	1026	1027	1025	1025	119	118	121	119	119	119	120	121	120	122	G
376	1024	1023	1024	1027	1026	1027	1023	1022	1027	1026	118	119	119	118	121	118	120	122	121	119	G
377	1024	1024	1026	1026	1025	1022	1026	1022	1023	1021	118	117	120	121	121	120	121	121	120	119	G
378	1023	1025	1023	1027	1025	1027	1026	1022	1026	1021	119	117	121	118	120	120	121	121	119	120	G
379	1024	1028	1027	1028	1024	1028	1026	1027	1023	1025	117	118	120	118	119	120	122	122	119	122	G
380	1023	1026	1026	1028	1024	1022	1023	1027	1025	1022	119	119	121	122	120	121	120	121	121	119	G
381	1023	1024	1025	1023	1027	1023	1026	1023	1025	1021	117	117	120	119	119	118	121	121	121	118	G
382	1024	1024	1025	1022	1028	1027	1025	1022	1026	1025	117	118	121	119	119	120	120	122	119	122	G
383	1022	1026	1025	1028	1027	1022	1024	1022	1026	1021	117	118	121	118	120	121	120	121	120	119	G
384	1025	1023	1023	1022	1028	1026	1024	1025	1024	1022	118	117	120	121	119	122	121	121	120	121	G
385	1026	1027	1024	1025	1027	1025	1026	1028	1025	1020	119	119	119	120	120	118	122	122	119	121	G
386	1023	1022	1026	1028	1028	1027	1027	1025	1024	1021	119	119	119	118	119	121	122	122	119	121	G
387	1025	1026	1024	1023	1027	1025	1026	1028	1024	1024	119	118	121	119	119	120	120	121	119	122	G
388	1026	1028	1025	1025	1027	1025	1024	1023	1024	1020	118	119	120	120	120	121	121	122	119	118	G
389	1025	1022	1024	1025	1024	1027	1027	1022	1027	1023	119	118	119	118	119	120	120	122	121	120	G
390	1022	1027	1025	1022	1028	1022	1026	1023	1026	1020	117	117	121	118	120	119	121	121	121	122	G
391	1023	1022	1026	1024	1026	1024	1023	1025	1023	1021	119	118	120	122	120	122	122	122	120	119	G
392	1026	1025	1027	1022	1025	1027	1027	1022	1027	1026	119	119	119	120	119	121	121	121	120	120	G
393	1026	1025	1023	1022	1024	1022	1023	1026	1026	1022	118	119	119	118	121	120	120	121	121	121	G
394	1023	1023	1024	1022	1026	1022	1027	1028	1026	1025	119	117	120	118	120	119	121	122	120	119	G
395	1022	1026	1027	1028	1026	1024	1025	1024	1023	1023	119	119	121	120	121	118	122	121	120	120	G
396	1023	1028	1026	1023	1026	1022	1023	1025	1023	1026	117	118	121	118	120	121	121	121	120	118	G
397	1026	1025	1027	1028	1024	1023	1024	1026	1025	1021	119	117	120	122	119	122	122	121	121	121	G
398	1023	1028	1026	1022	1026	1028	1024	1022	1026	1021	117	119	119	119	121	121	121	121	120	120	G
399	1025	1026	1027	1022	1028	1028	1025	1022	1023	1021	119	117	119	118	120	119	120	121	119	121	G
400	1023	1022	1025	1024	1025	1022	1025	1026	1027	1020	119	118	119	119	119	120	122	122	119	120	G
401	1024	1027	1027	1028	1024	1022	1026	1023	1026	1022	119	118	120	122	121	120	121	121	120	121	G
402	1024	1024	1023	1026	1026	1022	1026	1025	1024	1025	118	119	120	118	119	118	120	121	120	122	G
403	1025	1027	1026	1025	1027	1026	1023	1028	1023	1026	118	119	121	121	120	121	120	121	121	120	G
404	1024	1027	1023	1022	1026	1026	1027	1023	1026	1023	118	118	119	122	119	121	121	122	121	121	G
405	1025	1027	1026	1026	1025	1022	1026	1025	1023	1023	117	117	121	121	120	118	120	121	119	118	G
406	1023	1023	1026	1024	1027	1027	1026	1024	1025	1024	117	118	119	122	121	121	122	121	120	122	G
407	1024	1025	1026	1023	1028	1025	1027	1025	1026	1022	119	117	120	122	119	122	120	122	121	118	G
408	1026	1026	1025	1022	1027	1028	1026	1026	1024	1021	119	118	119	119	121	120	121	122	120	119	G
409	1025	1024	1023	1023	1024	1026	1025	1027	1023	1020	118	118	120	121	121	120	121	121	120	122	G
410	1023	1022	1027	1027	1028	1022	1025	1025	1025	1022	119	118	121	119	119	119	121	122	120	122	G
411	1023	1022	1025	1022	1025	1028	1023	1028	1025	1026	119	117	119	120	120	118	120	121	120	121	G
412	1026	1027	1025	1025	1024	1022	1023	1024	1023	1022	119	117	121	121	120	118	121	122	121	122	G
413	1023	1023	1023	1027	1027	1024	1023	1028	1026	1026	117	119	120	121	120	119	122	121	120	119	G
414	1022	1023	1026	1022	1024	1026	1025	1023	1027	1020	117	118	119	119	121	121	121	121	119	120	G
415	1025	1026	1026	1023	1026	1028	1024	1025	1023	1026	118	119	119	119	120	119	121	121	119	120	G
416	1025	1028	1026	1026	1028	1028	1023	1025	1023	1022	117	117	121	119	121	119	120	122	121	119	G
417	1026	1026	1026	1023	1026	1028	1023	1027	1023	1023	119	119	121	119	121	120	122	121	121	120	G
418	1024	1022	1026	1023	1024	1025	1025	1023	1027	1021	117	117	119	119	120	120	120	122	120	120	G
419	1024	1028	1027	1028	1028	1027	1027	1022	1023	1026	119	117	120	119	119	119	120	122	119	118	G
420	1024	1025	1027	1022	1027	1022	1025	1026	1027	1021	117	118	120	120	120	120	122	122	121	118	G
421	1026	1023	1024	1025	1025	1027	1027	1027	1024	1026	117	118	119	122	121	119	120	121	119	121	G
422	1022	1027	1026	1023	1024	1028	1024	1027	1026	1024	119	118	119	120	120	122	122	122	121	119	G
423	1022	1023	1023	1024	1025	1027	1026	1023	1023	1022	119	119	120	121	119	119	120	121	119	122	G
424	1025	1023	1027	1024	1028	1026	1026	1025	1026	1021	119	118	121	119	120	120	120	121	121	122	G
425	1025	1027	1025	1025	1028	1026	1025	1022	1027	1021	117	118	121	118	120	122	121	121	121	122	G
426	1026	1023	1024	1026	1025	1024	1026	1022	1027	1022	118	117	121	120	120	120	121	121	121	119	G
427	1023	1023	1026	1026	1026	1027	1027	1023	1024	1020	119	118	121	120	119	122	122	121	120	118	G
428	1022	1022	1026	1025	1027	1025	1026	1025	1023	1021	119	119	120	119	121	120	121	121	120	119	G
429	1022	1023	1024	1023	1024	1024	1025	1025	1025	1020	119	117	119	121	119	120	122	122	120	121	G
430	1025	1022	1023	1024	1024	1026	1023	1022	1027	1024	118	118	119	122	120	119	121	122	119	120	G
431	1023	1025	1027	1022	1025	1026	1025	1028	1026	1024	117	118	121	122	120	122	120	122	120	118	G
432	1026	1023	1026	1024	1025	1025	1026	1025	1027	1024	117	119	120	122	121	120	120	122	120	120	G
433	1025	1028	1025	1025	1025	1026	1023	1023	1027	1021	119	119	121	122	119	118	122	122	120	121	G
434	1025	1022	1027	1023	1026	1025	1024	1024	1023	1020	117	118	121	122	121	121	121	121	119	119	G
435	1025	1023	1023	1027	1026	1022	1026	1023	1027	1021	118	117	120	118	119	121	122	122	121	119	G
436	1024	1024	1027	1027	1027	1024	1024	1022	1023	1024	117	119	121	122	119	119	120	122	119	122	G
437	1025	1028	1024	1025	1024	1023	1026	1027	1024	1023	117	117	119	121	120	121	122	122	121	121	G
438	1025	1028	1024	1028	1025	1025	1026	1022	1024	1021	117	119	120	121	120	122	122	121	121	118	G
439	1022	1027	1023	1027	1025	1025	1026	1026	1024	1024	117	119	120	121	120	120	120	122	120	118	G
440	1026	1028	1025	1022	1024	1027	1025	1023	1026	1025	119	117	119	119	119	121	120	121	119	122	G
441	1024	1022	1026	1026	1026	1022	1026	1025	1025	1025	119	118	121	118	119	121	122	121	120	119	G
442	1026	1022	1023	1023	1028	1027	1027	1025	1026	1024	119	119	119	120	121	118	121	121	120	121	G
443	1024	1027	1027	1024	1028	1025	1026	1023	1025	1020	118	119	120	121	119	120	120	121	119	118	G
444	1025	1024	1025	1025	1028	1026	1026	1026	1027	1024	117	117	120	120	121	118	120	122	121	122	G
445	1024	1025	1024	1023	1025	1025	1027	1028	1024	1021	117	117	119	121	121	122	122	121	119	121	G
446	1026	1027	1023	1027	1027	1026	1026	1028	1025	1020	119	118	121	121	121	119	120	122	120	121	G
447	1022	1024	1023	1027	1024	1023	1025	1024	1027	1023	119	118	121	122	119	120	120	121	121	119	G
448	1025	1022	1024	1024	1024	1023	1026	1027	1025	1021	119	119	119	121	119	118	122	121	120	120	G
449	1026	1023	1026	1022	1026	1028	1025	1022	1023	1024	117	118	120	120	120	118	122	122	119	119	G
450	1023	1025	1027	1027	1024	1022	1026	1024	1023	1020	117	117	119	121	120	120	121	121	120	119	G
451	1022	1023	1024	1024	1024	1028	1026	1026	1026	1023	117	119	120	119	120	122	120	121	120	119	G
452	1026	1024	1027	1022	1025	1023	1027	1026	1026	1022	118	117	120	118	121	119	121	122	121	120	G
453	1022	1023	1024	1025	1025	1028	1026	1023	1027	1020	117	117	120	121	119	120	120	122	120	120	G
454	1025	1025	1027	1023	1024	1027	1023	1026	1025	1021	119	118	120	120	120	122	121	122	119	121	G
455	1026	1028	1023	1022	1025	1028	1025	1026	1023	1022	118	119	121	118	121	120	122	121	119	118	G
456	1022	1028	1027	1028	1027	1025	1025	1026	1026	1024	119	119	121	120	121	120	121	121	120	120	G
457	1026	1027	1027	1024	1024	1026	1023	1026	1027	1024	117	117	119	122	119	121	122	122	119	122	G
458	1026	1028	1025	1026	1025	1022	1026	1028	1024	1026	117	118	120	118	120	120	122	121	119	119	G
459	1025	1027	1024	1023	1028	1026	1025	1028	1025	1022	119	118	121	121	119	118	120	121	121	121	G
460	1022	1026	1024	1023	1027	1028	1027	1023	1024	1024	117	118	119	122	119	122	120	121	120	120	G
461	1022	1023	1025	1022	1024	1022	1026	1028	1024	1024	119	119	120	118	119	118	120	121	119	122	G
462	1026	1022	1026	1022	1027	1024	1023	1027	1024	1020	119	118	120	118	121	121	122	122	120	120	G
463	1024	1027	1027	1027	1026	1022	1026	1025	1024	1026	117	117	120	118	120	118	121	122	119	118	G
464	1023	1023	1027	1026	1026	1025	1025	1023	1025	1022	117	119	119	119	120	122	121	121	119	119	G
465	1024	1022	1025	1024	1028	1023	1026	1025	1027	1021	119	119	121	121	119	119	122	122	119	121	G
466	1022	1023	1027	1028	1026	1024	1027	1024	1024	1020	117	119	121	118	120	119	121	122	120	122	G
467	1022	1024	1023	1022	1027	1026	1025	1028	1025	1025	119	118	120	120	119	122	120	122	120	122	G
468	1025	1025	1026	1023	1028	1028	1023	1023	1025	1020	117	118	119	118	119	120	121	121	120	122	G
